,Unnamed: 0_x,COUNTY,NAME,ST,Num_household,Household_size,Age25_over,Num_pov_det,Num_in_pov,Median_hhinc,Incpc,median_rent_value,median_home_value,state,county,Pop_under18,Pop_over25,Pop_over65,High_school_orless,College_ormore,unemp_rate,Pov_rate,Share_highschool_orless,Share_college_ormore,aqi_good_2013,aqi_bad_2013,aqi_good_2014,aqi_bad_2014,aqi_good_2015,aqi_bad_2015,aqi_good_2016,aqi_bad_2016,aqi_good_2017,aqi_bad_2017,Unnamed: 0,crime_rate_2010,crime_rate_2011,crime_rate_2012,crime_rate_2013,crime_rate_2014,Latitude,Longitude,aqi_good,aqi_bad,crime_rate,Apr_avg_temp,Apr_max_temp,Apr_min_temp,Apr_prcp,Apr_snow,Aug_avg_temp,Aug_max_temp,Aug_min_temp,Aug_prcp,Aug_snow,Dec_avg_temp,Dec_max_temp,Dec_min_temp,Dec_prcp,Dec_snow,Feb_avg_temp,Feb_max_temp,Feb_min_temp,Feb_prcp,Feb_snow,Jan_avg_temp,Jan_max_temp,Jan_min_temp,Jan_prcp,Jan_snow,Jul_avg_temp,Jul_max_temp,Jul_min_temp,Jul_prcp,Jul_snow,Jun_avg_temp,Jun_max_temp,Jun_min_temp,Jun_prcp,Jun_snow,Mar_avg_temp,Mar_max_temp,Mar_min_temp,Mar_prcp,Mar_snow,May_avg_temp,May_max_temp,May_min_temp,May_prcp,May_snow,Nov_avg_temp,Nov_max_temp,Nov_min_temp,Nov_prcp,Nov_snow,Oct_avg_temp,Oct_max_temp,Oct_min_temp,Oct_prcp,Oct_snow,Sep_avg_temp,Sep_max_temp,Sep_min_temp,Sep_prcp,Sep_snow,winter_avg_temp,summer_avg_temp,annual_avg_temp,Region,State_name,Population,Hispanic_Latino,White,Black,Asian,Share_over65,Share_under18,largest_race,airport,dist_airport
823,870,163,"Scott County, Iowa",19,6909,67709,114193,166804,20229,55114.0,29391,608.0,148200.0,19,163,41004,114193,23831,40766,36654,0.05087362860625762,0.12127407016618308,0.3569921098491151,0.32098289737549585,0.3671232876712329,0.0,0.3315068493150685,0.0,0.3068493150684932,0.0,0.3579234972677596,0.0,0.4539473684210527,0.0,877.0,0.040115237495763324,0.038816538121127835,0.03354494257884584,0.03448010649312232,0.0333786189450014,41.641678999999996,90.62229,0.3634700635487214,0.0,0.03606708872677215,50.3,61.7,39.0,3.51,,71.2,81.6,60.8,4.62,,25.3,33.2,17.3,1.73,,26.1,34.4,17.8,1.34,,21.2,29.8,12.7,1.19,,73.2,83.5,62.9,4.2,,70.2,80.9,59.6,4.19,,38.2,48.2,28.1,2.52,,60.8,72.0,49.7,4.25,,38.8,47.9,29.6,2.45,,51.7,62.8,40.6,2.97,,63.3,75.0,51.6,3.06,,24.2,71.53333333333335,49.19166666666666,MIDWEST,Iowa,165224,0.05566382607853581,0.8284752820413499,0.06907592117367937,0.019942623347697672,0.14423449377814362,0.24817217837602285,White,Quad City International Airport,23.496088382983967
824,871,165,"Shelby County, Iowa",19,1137,5066,8481,11712,1307,50952.0,27695,455.0,108800.0,19,165,2724,8481,2658,3824,1804,0.028307990941442894,0.11159494535519124,0.4508902252092914,0.2127107652399481,0.7054263565891473,0.0,0.7899159663865546,0.0,0.860655737704918,0.0,0.9270072992700731,0.0,0.8315789473684211,0.0,878.0,0.0008497379974507861,0.0016906170752324595,0.0007129616426636247,0.0020031478036915146,0.0,41.679014,95.30891700000001,0.8229168614638229,0.0,0.001051292903807677,48.9,61.3,36.5,3.3,1.4,71.8,82.0,61.6,3.75,0.0,22.9,32.0,13.8,1.16,6.9,24.4,34.5,14.3,0.87,6.6,19.9,29.6,10.2,0.86,6.8,73.8,83.8,63.8,4.17,0.0,70.3,81.0,59.5,4.63,0.0,36.3,47.6,25.0,2.16,5.0,60.7,71.9,49.5,4.6,0.0,36.3,46.6,26.0,1.62,2.8,50.8,62.8,38.9,2.59,0.8,63.4,75.4,51.5,3.81,0.0,22.399999999999995,71.96666666666665,48.29166666666666,MIDWEST,Iowa,12167,0.017999506862825674,0.9667954302621846,0.0025478754006739547,0.003780718336483932,0.21845976822552807,0.22388427714309198,White,Eppley Airfield,64.26606564280846
825,872,167,"Sioux County, Iowa",19,1776,11765,20488,32111,2663,61627.0,26029,470.0,140900.0,19,167,9287,20488,4948,8743,5229,0.015462239583333334,0.0829310828065149,0.4267376024990238,0.2552225693088637,0.6958904109589041,0.0,0.821917808219178,0.0,0.8082191780821918,0.0,0.8852459016393442,0.0,0.8011049723756906,0.0,879.0,0.008454209939061024,0.006617144808743171,0.008669783255418614,0.006731740154830025,0.013035862979871941,43.082854,96.177929,0.8024756542550617,0.0,0.008701748227584955,49.8,63.2,36.3,3.14,2.9,71.4,83.3,59.6,3.48,0.0,21.4,30.4,12.4,0.94,7.5,24.3,34.4,14.2,0.72,5.4,18.9,28.5,9.3,0.75,6.6,73.7,85.5,61.8,3.77,0.0,70.6,83.1,58.0,4.45,0.0,35.9,46.9,25.0,1.97,6.8,61.5,74.6,48.3,3.43,0.0,35.4,45.4,25.3,1.54,4.6,51.2,64.1,38.3,2.37,1.0,63.9,77.3,50.5,3.27,0.0,21.53333333333333,71.9,48.166666666666664,MIDWEST,Iowa,33704,0.08903987657251365,0.8927723712319012,0.0030856871587942084,0.007832898172323759,0.14680750059340136,0.2755459292665559,White,Sioux Gateway Col. Bud Day Field,77.43578589850034
826,873,169,"Story County, Iowa",19,3785,35901,48099,84288,19109,50438.0,25589,669.0,166000.0,19,169,16152,48099,9698,11007,23228,0.04589788834810261,0.226710801063022,0.2288405164348531,0.4829206428408075,0.726027397260274,0.0,0.7890410958904109,0.0,0.8164383561643835,0.0,0.8524590163934426,0.0,0.7993421052631579,0.0,880.0,0.028076210046682003,0.028985346235460112,0.024097054804412796,0.023109712420296157,0.019031661659348283,42.037538,93.466093,0.7966615941943338,0.0,0.024659997033239865,48.7,60.7,36.7,3.55,1.0,71.1,82.4,59.8,4.78,0.0,23.1,32.0,14.2,1.27,6.4,24.0,33.6,14.4,1.02,5.0,19.3,28.7,9.8,0.86,4.6,73.2,84.0,62.5,4.84,0.0,69.4,80.6,58.3,5.23,0.0,35.7,46.1,25.2,2.31,4.8,59.6,71.3,47.9,4.81,0.0,36.5,46.2,26.9,2.28,1.8,50.5,62.4,38.5,2.57,0.3,63.0,75.6,50.5,3.28,0.0,22.133333333333336,71.23333333333333,47.84166666666667,MIDWEST,Iowa,89542,0.030097607826494833,0.8690000223358871,0.02373188001161466,0.05996068883875723,0.10830671640124187,0.1803846239753412,White,Des Moines International Airport,58.2759137878645
827,874,171,"Tama County, Iowa",19,1619,6790,11965,17034,1919,55203.0,26432,467.0,103000.0,19,171,4238,11965,3332,5995,1883,0.04702157598499062,0.11265703886344958,0.501044713748433,0.15737567906393649,0.6584022038567493,0.0,0.521978021978022,0.0,0.5165745856353591,0.0,0.7472527472527473,0.0,0.6754966887417219,0.0,881.0,0.01249160510409671,0.007349011223944416,0.011686479951642152,0.01531862745098039,0.013501594409390055,42.074847999999996,92.529412,0.62394084949292,0.0,0.012069463628010747,47.9,59.5,36.3,3.42,1.1,70.7,81.6,59.8,4.13,0.0,22.4,30.9,13.8,1.22,9.7,22.9,32.2,13.7,0.99,5.6,18.4,27.4,9.4,1.06,7.8,72.7,83.4,62.0,4.44,0.0,68.8,79.6,58.0,5.25,0.0,35.2,45.4,25.1,1.97,4.5,59.0,70.3,47.7,4.68,0.0,36.6,46.3,27.0,2.29,1.6,50.3,62.1,38.6,2.57,0.3,62.5,74.6,50.4,3.22,0.0,21.23333333333333,70.73333333333333,47.28333333333333,MIDWEST,Iowa,17767,0.07429504136882985,0.8371700343333146,0.003320763212697698,0.002532785501210109,0.18753869533404627,0.23853211009174313,White,Waterloo Regional Airport,54.61548499989786
828,875,173,"Taylor County, Iowa",19,862,2744,4385,6088,860,44246.0,23821,378.0,70400.0,19,173,1460,4385,1292,2224,636,0.03799489144316729,0.14126149802890933,0.5071835803876853,0.1450399087799316,0.7369863013698629,0.0,0.7335164835164835,0.0,0.821917808219178,0.0,0.825136612021858,0.0,0.7854785478547854,0.0,882.0,0.0056989077093557074,0.0025196850393700786,0.0031600568810238585,0.0035529715762273907,0.004236597686165879,40.737949,94.697108,0.7806071505964336,0.0,0.003833643778428583,50.4,63.1,37.7,3.31,0.6,73.7,85.0,62.3,4.16,0.0,25.6,35.7,15.5,1.38,6.1,26.9,38.2,15.6,1.16,6.0,22.4,33.2,11.7,0.87,4.9,75.5,86.5,64.5,4.92,0.0,70.9,82.2,59.6,5.15,0.0,38.4,50.5,26.3,2.4,3.6,61.2,72.8,49.7,5.15,0.0,38.7,49.9,27.5,2.25,1.3,52.5,65.0,40.0,2.88,0.1,64.8,77.3,52.3,3.6,0.0,24.96666666666667,73.36666666666667,50.08333333333334,MIDWEST,Iowa,6317,0.057622289061263265,0.9295551685926864,0.0018996359031185689,0.002691150862751306,0.20452746556909926,0.23112236821275922,White,Rosecrans Memorial Airport,108.78357786416339
829,876,175,"Union County, Iowa",19,841,5337,8503,12287,1676,44351.0,24022,429.0,87200.0,19,175,2982,8503,2333,4020,1250,0.05137558899528804,0.1364043297794417,0.4727743149476655,0.14700693872750795,0.9056603773584906,0.0,0.9342723004694836,0.0,0.9532710280373832,0.0,0.9575471698113208,0.0,0.8666666666666667,0.0,883.0,0.019865964576352323,0.019682539682539683,0.013419088454819756,0.013434487118697646,0.016392144440924933,41.02855,94.245091,0.923483508468669,0.0,0.016558844854666868,49.1,60.9,37.2,3.32,0.8,72.4,82.9,61.9,4.06,0.0,24.2,33.3,15.1,1.44,5.6,25.2,35.1,15.3,0.94,9.1,21.0,30.5,11.6,1.13,6.1,74.3,84.5,64.1,4.39,0.0,70.0,80.4,59.6,4.5,0.0,37.3,48.1,26.5,2.24,3.5,60.3,71.0,49.6,4.93,0.0,37.4,47.4,27.3,2.31,1.8,51.9,63.6,40.2,2.43,0.1,63.7,75.5,51.9,3.79,0.0,23.46666666666667,72.23333333333333,48.900000000000006,MIDWEST,Iowa,12534,0.01795117280995692,0.9597095899154301,0.007020903143449817,0.004707196425722036,0.18613371629168662,0.237912876974629,White,Des Moines International Airport,74.35276494192617
830,877,177,"Van Buren County, Iowa",19,875,2944,5210,7344,1095,45111.0,23268,305.0,76300.0,19,177,1734,5210,1520,2839,662,0.06203115983843047,0.14910130718954248,0.5449136276391555,0.127063339731286,0.7355371900826446,0.0,0.6843575418994413,0.0,0.7698630136986301,0.0,0.7103825136612022,0.0,0.7565789473684209,0.0,884.0,0.012417437252311756,0.009592641261498029,0.010080912587876377,0.010357815442561206,0.011590296495956873,40.754117,91.952943,0.7313438413420678,0.0,0.010807820608040846,52.9,66.2,39.6,3.57,1.0,74.4,86.9,61.9,3.75,0.0,27.8,37.4,18.2,1.93,6.1,29.4,40.2,18.6,1.77,5.6,24.8,34.9,14.7,1.49,6.5,76.0,88.3,63.7,5.02,0.0,71.8,84.3,59.2,5.05,0.0,41.0,53.1,28.9,2.59,2.3,62.5,75.5,49.5,5.22,0.0,41.1,51.8,30.4,2.67,0.9,54.0,66.7,41.4,3.03,0.0,65.9,79.1,52.7,3.76,0.0,27.333333333333332,74.06666666666668,51.79999999999999,MIDWEST,Iowa,7570,0.011624834874504624,0.9739762219286656,0.001981505944517833,0.005284015852047556,0.20079260237780713,0.22906208718626156,White,Ottumwa Regional Airport,57.18439911399345
831,878,179,"Wapello County, Iowa",19,1712,14493,24039,34353,6399,42095.0,22716,459.0,80400.0,19,179,7964,24039,5851,12133,4029,0.07700391149512523,0.18627194131516894,0.5047214942385291,0.1676026457007363,0.7355371900826446,0.0,0.6843575418994413,0.0,0.7698630136986301,0.0,0.7103825136612022,0.0,0.7565789473684209,0.0,885.0,0.03191578947368421,0.030017871104657656,0.03338207998200124,0.042375756205122406,0.036669774274656036,41.031263,92.409482,0.7313438413420678,0.0,0.034872254208024304,50.9,62.2,39.5,3.4,1.5,73.0,83.6,62.3,4.61,0.0,26.0,34.8,17.3,1.37,5.6,27.1,36.3,17.8,1.28,5.6,22.5,31.6,13.4,0.9,6.1,75.0,85.5,64.6,4.47,0.0,71.0,81.5,60.5,5.09,0.0,38.8,49.3,28.4,2.24,3.2,61.4,72.2,50.5,4.71,0.0,39.2,48.8,29.6,2.38,1.2,52.4,63.4,41.3,2.83,0.3,64.4,76.0,52.9,3.79,0.0,25.2,73.0,50.14166666666667,MIDWEST,Iowa,35625,0.09077894736842106,0.8745824561403509,0.012547368421052632,0.007017543859649123,0.16423859649122807,0.22355087719298244,White,Ottumwa Regional Airport,8.9680260699265
832,879,181,"Warren County, Iowa",19,2350,18009,30916,45680,3124,64447.0,30086,632.0,159900.0,19,181,12048,30916,6828,11453,8713,0.045395539121199015,0.06838879159369528,0.3704554276102989,0.28182817958338724,0.9056603773584906,0.0,0.9342723004694836,0.0,0.9532710280373832,0.0,0.9575471698113208,0.0,0.8666666666666667,0.0,886.0,0.01611681990265008,0.01667850302365119,0.016669153539530617,0.017327204558452842,0.01769800163559731,41.336769,93.564366,0.923483508468669,0.0,0.01689793653197641,50.1,61.7,38.5,3.78,0.9,72.6,83.4,61.9,3.6,0.0,25.2,34.4,15.9,1.31,7.2,26.1,36.4,15.9,1.14,6.9,21.7,31.5,11.9,0.91,7.3,74.3,84.7,63.9,4.7,0.0,69.9,80.3,59.5,5.09,0.0,37.8,48.6,27.1,2.11,3.8,60.6,71.3,49.9,5.2,0.0,38.2,48.5,28.0,2.15,1.4,51.9,63.8,40.1,2.8,0.4,63.9,76.0,51.8,3.48,0.0,24.333333333333332,72.26666666666667,49.35833333333334,MIDWEST,Iowa,46225,0.019448350459707952,0.9576203353163872,0.0046078961600865345,0.005386695511087074,0.1477122769064359,0.26063818280151435,White,Des Moines International Airport,23.407757187673283
833,880,183,"Washington County, Iowa",19,1313,8938,15007,21565,2013,56390.0,27228,515.0,122100.0,19,183,5430,15007,3980,6828,3141,0.039892230140796105,0.09334569904938557,0.4549876724195375,0.20930232558139536,0.6657534246575343,0.0,0.7197802197802198,0.0,0.7671232876712328,0.0,0.8333333333333334,0.0,0.8646864686468647,0.0,887.0,0.011472539624032435,0.014025116875973966,0.011485870556061987,0.011069273692328631,0.009214508333709744,41.329401000000004,91.725052,0.770135346817837,0.0,0.011453461816421352,50.5,62.8,38.3,3.26,0.7,72.4,83.9,60.9,4.17,0.0,24.9,34.2,15.6,1.69,6.0,25.4,35.5,15.4,1.27,7.1,20.9,30.6,11.2,1.31,6.4,74.4,85.7,63.0,4.31,0.0,70.5,81.7,59.2,4.7,0.0,37.5,48.7,26.4,2.34,2.2,60.8,72.5,49.2,4.58,0.0,38.3,48.8,27.8,2.35,0.5,52.1,64.5,39.7,2.91,0.2,63.9,76.9,51.0,3.6,0.0,23.73333333333333,72.43333333333334,49.29999999999999,MIDWEST,Iowa,21704,0.05243273129377073,0.9267416144489496,0.006450423884998157,0.0033173608551419088,0.18337633615923332,0.2501842978252857,White,The Eastern Iowa Airport,61.68609121240409
834,881,185,"Wayne County, Iowa",19,806,2596,4388,6280,834,43358.0,23009,268.0,70600.0,19,185,1526,4388,1441,2368,612,0.04389044943820225,0.13280254777070066,0.5396536007292616,0.13947128532360986,0.9056603773584906,0.0,0.9342723004694836,0.0,0.9532710280373832,0.0,0.9575471698113208,0.0,0.8666666666666667,0.0,888.0,0.005466187724504139,0.004660556159701725,0.0026843518079898944,0.0031525851197982345,0.007168458781362006,40.739983,93.332613,0.923483508468669,0.0,0.004626427918671199,49.3,60.5,38.2,3.77,,73.0,83.8,62.2,5.0,,25.5,34.7,16.3,1.52,,27.1,37.0,17.3,1.48,,23.1,31.9,14.2,0.98,,74.1,84.5,63.7,5.17,,70.6,80.4,60.8,5.06,,38.6,48.8,28.3,2.48,,60.6,70.7,50.5,5.49,,38.7,48.5,28.8,2.33,,52.4,63.9,40.9,3.06,,64.5,76.4,52.6,4.57,,25.233333333333334,72.56666666666666,49.791666666666664,MIDWEST,Iowa,6403,0.010776198656879588,0.9751678900515384,0.0026550054661877245,0.002342651881930345,0.22505075745744182,0.23832578478838046,White,Des Moines International Airport,92.44327526892388
835,882,187,"Webster County, Iowa",19,2298,15155,25141,34373,5210,42408.0,23718,466.0,85900.0,19,187,8084,25141,6323,10618,4722,0.07308801085297609,0.1515724551246618,0.4223380136032775,0.187820691301062,0.7479452054794521,0.0,0.7668539325842697,0.0,0.7917808219178082,0.0,0.8360655737704918,0.0,0.75,0.0,889.0,0.04295898771472917,0.040379985344917824,0.0396497910384595,0.04035403943934788,0.04345117161045645,42.434397,94.17915699999999,0.7785291067504044,0.0,0.04135879502958216,47.8,60.0,35.6,3.68,2.1,71.0,81.5,60.5,4.52,0.0,21.0,29.6,12.3,1.22,8.4,22.1,31.8,12.4,0.92,8.0,17.2,26.5,7.9,0.91,6.7,73.2,83.9,62.6,4.69,0.0,69.4,80.6,58.3,5.56,0.0,34.5,44.7,24.2,1.86,6.2,59.6,71.0,48.2,4.76,0.0,35.1,44.9,25.2,1.97,4.1,50.0,61.7,38.3,2.52,0.3,62.5,74.5,50.5,3.02,0.0,20.1,71.2,46.949999999999996,MIDWEST,Iowa,38013,0.038039618025412364,0.8999552784573699,0.03775024333780549,0.006339936337568727,0.16633783179438613,0.21266408860126798,White,Fort Dodge Regional Airport,13.054996019737509
836,883,189,"Winnebago County, Iowa",19,831,4580,7390,10033,995,47668.0,25021,398.0,94100.0,19,189,2304,7390,2117,3172,1520,0.057981787771789625,0.0991727299910296,0.4292286874154263,0.20568335588633288,0.994011976047904,0.0,0.9942528735632185,0.0,0.9859943977591036,0.0,0.9885714285714284,0.0,0.99009900990099,0.0,890.0,0.006718203570771213,0.004760596905612011,0.004985689225371619,0.002654028436018957,0.00732844770153231,43.378124,93.743488,0.9905859371685288,0.0,0.005289393167861222,46.4,57.5,35.2,3.65,,70.0,80.1,59.8,4.17,,19.1,27.1,11.0,1.21,,19.6,28.3,10.9,0.86,,14.8,23.7,5.9,1.03,,72.2,82.2,62.2,4.6,,68.4,78.6,58.1,5.08,,32.2,41.3,23.1,1.88,,58.9,69.7,48.0,4.26,,33.4,42.5,24.4,1.69,,48.9,60.0,37.8,2.33,,61.5,72.9,50.1,3.24,,17.833333333333336,70.2,45.449999999999996,MIDWEST,Iowa,10866,0.03313086692435119,0.943033314927296,0.007178354500276091,0.00782256580158292,0.19482790355236518,0.2120375483158476,White,Mason City Municipal Airport,41.46043726205277
837,884,191,"Winneshiek County, Iowa",19,1432,8248,13571,18498,1507,54429.0,26211,469.0,157800.0,19,191,4003,13571,3689,5570,3757,0.031034768898846567,0.08146826683965834,0.41043401370569604,0.2768403212733034,0.9416666666666668,0.0,0.8202247191011236,0.0,0.9579831932773109,0.0,0.9743589743589745,0.0,0.9090909090909092,0.0,891.0,0.004274316109422492,0.006472644807710479,0.0050222685492277075,0.0036940563580393094,0.005138452754781616,43.292989,91.850788,0.9206648924989971,0.0,0.004920347715836321,48.8,61.3,36.3,3.61,1.1,70.8,82.3,59.4,4.74,0.0,21.8,30.3,13.4,1.22,11.4,22.9,32.7,13.2,0.89,8.1,17.9,27.3,8.6,0.89,9.4,72.6,84.1,61.1,4.27,0.0,68.6,80.7,56.4,5.16,0.0,35.1,45.6,24.6,1.91,5.4,59.4,71.9,46.8,4.19,0.0,36.2,45.5,26.9,2.11,3.3,50.6,62.5,38.8,2.36,0.1,62.7,75.1,50.2,3.33,0.0,20.866666666666667,70.66666666666667,47.28333333333333,MIDWEST,Iowa,21056,0.019851823708206685,0.9571143617021276,0.006174012158054711,0.010638297872340424,0.1751994680851064,0.1901120820668693,White,Northeast Iowa Regional Airport,66.46209759329274
838,885,193,"Woodbury County, Iowa",19,4236,38656,65099,99501,14557,46720.0,23630,542.0,99600.0,19,193,26926,65099,13872,31670,13741,0.04978706338445085,0.14630003718555593,0.4864898078311495,0.21107851119064808,0.9192200557103064,0.0,0.9505494505494504,0.0,0.9671232876712328,0.0,0.96448087431694,0.0,0.9565217391304348,0.0,892.0,0.03572407313158204,0.04016279318839028,0.03957942608374552,0.0413758140623172,0.03668361360969887,42.39322,96.053296,0.9515790814756728,0.0,0.038705144015146783,49.6,62.3,36.8,2.95,1.8,72.1,83.3,60.9,3.23,0.0,22.6,32.1,13.0,0.8,7.8,25.1,34.9,15.2,0.67,6.6,20.4,30.5,10.2,0.62,6.7,74.3,85.5,63.2,3.44,0.0,70.3,82.1,58.6,3.89,0.0,36.5,47.5,25.5,2.0,6.5,60.8,73.0,48.7,3.74,0.0,35.8,46.4,25.2,1.31,4.4,50.7,63.3,38.0,2.13,1.0,63.4,76.2,50.6,2.96,0.0,22.7,72.23333333333333,48.46666666666667,MIDWEST,Iowa,102172,0.13695533022745954,0.7759660180871472,0.02333320283443605,0.02344086442469561,0.13577105273460438,0.2635359981208159,White,Sioux Gateway Col. Bud Day Field,27.28054045993459
839,886,195,"Worth County, Iowa",19,822,3180,5358,7418,887,48459.0,24734,396.0,96400.0,19,195,1655,5358,1471,2362,824,0.04495247880811713,0.11957400916689136,0.4408361328854051,0.1537887271369914,0.994011976047904,0.0,0.9942528735632185,0.0,0.9859943977591036,0.0,0.9885714285714284,0.0,0.99009900990099,0.0,893.0,0.014609107659910503,0.013616129876931131,0.01610986399049254,0.012234042553191491,0.009142705710878494,43.373490999999994,93.248533,0.9905859371685288,0.0,0.013142369958280834,45.2,56.1,34.3,3.61,2.4,68.3,78.6,58.1,4.52,0.0,18.3,26.4,10.1,1.33,9.2,18.7,27.6,9.8,0.81,7.8,14.0,23.0,5.0,0.9,9.3,70.7,80.7,60.7,4.56,0.0,67.1,77.5,56.8,4.47,0.0,31.2,40.1,22.2,2.05,6.1,57.4,68.3,46.5,4.38,0.0,32.5,41.4,23.6,1.95,3.5,47.5,58.6,36.4,2.29,0.4,59.9,71.4,48.3,3.46,0.0,17.0,68.7,44.23333333333333,MIDWEST,Iowa,7598,0.019347196630692287,0.9653856277967886,0.002763885232956041,0.0031587259805211897,0.1936035798894446,0.21782047907344038,White,Mason City Municipal Airport,24.887178351628478
840,887,197,"Wright County, Iowa",19,994,5495,9010,12692,1412,43698.0,26316,421.0,73400.0,19,197,2987,9010,2708,4290,1532,0.05328596802841918,0.11125118184683264,0.4761376248612653,0.17003329633740288,0.994011976047904,0.0,0.9942528735632185,0.0,0.9859943977591036,0.0,0.9885714285714284,0.0,0.99009900990099,0.0,894.0,0.010411867686354005,0.009591584158415841,0.013644332647305435,0.008476970895733259,0.005870992661259174,42.733007,93.734735,0.9905859371685288,0.0,0.009599149609813543,47.7,59.2,36.3,3.63,1.9,70.8,82.1,59.5,3.82,0.0,20.2,29.6,10.9,1.19,6.6,21.9,31.3,12.4,0.76,5.6,16.4,26.0,6.7,0.6,7.1,73.1,84.3,61.8,4.42,0.0,69.6,81.3,58.0,5.36,0.0,34.3,43.9,24.8,2.03,5.1,59.7,71.6,47.8,4.69,0.0,35.0,44.8,25.2,1.74,3.4,50.1,62.3,37.9,2.26,0.1,62.5,75.1,49.9,3.17,0.0,19.499999999999996,71.16666666666667,46.775000000000006,MIDWEST,Iowa,13229,0.09630357547811626,0.8872930682591277,0.0030236601406001965,0.002494519615995162,0.2047017915186333,0.2257918209993197,White,Fort Dodge Regional Airport,42.62137860497977
841,888,1,"Allen County, Kansas",20,924,5306,8825,12571,2257,38698.0,20671,387.0,68200.0,20,1,3072,8825,2459,3777,1604,0.06621754847190273,0.17954021159812267,0.4279886685552408,0.18175637393767705,0.9672131147540984,0.0,0.8187311178247734,0.0,0.9010989010989012,0.0,0.918032786885246,0.0,0.8895027624309392,0.0,895.0,0.027896193254057292,0.03479881932577288,0.033465948981979875,0.03331238214959145,0.02272379495026779,37.884229,95.300945,0.8989157365987916,0.0,0.030439427732333862,55.2,66.7,43.7,4.1,0.0,77.5,88.3,66.7,3.66,0.0,32.9,42.4,23.4,1.78,2.9,35.4,46.6,24.3,1.6,2.0,30.5,40.7,20.2,1.28,3.2,78.8,88.6,69.0,4.82,0.0,74.0,83.5,64.5,5.75,0.0,44.9,56.6,33.3,3.05,0.8,65.2,75.2,55.2,5.66,0.0,45.2,55.8,34.5,2.62,0.0,57.6,69.0,46.1,3.78,0.0,68.7,80.2,57.2,4.31,0.0,32.93333333333333,76.76666666666667,55.491666666666674,MIDWEST,Kansas,13371,0.02931717896941141,0.9187794480592326,0.018173659412160648,0.005010844364669808,0.183905467055568,0.22975095355620373,White,Chanute Martin Johnson Airport,28.89537375442254
842,889,3,"Anderson County, Kansas",20,553,3280,5364,7780,1362,40696.0,21226,421.0,90400.0,20,3,1997,5364,1619,2599,884,0.060831268923754477,0.17506426735218508,0.4845264727815064,0.16480238627889635,0.9672131147540984,0.0,0.8187311178247734,0.0,0.9010989010989012,0.0,0.918032786885246,0.0,0.8895027624309392,0.0,896.0,0.02005012531328321,0.025462659141619638,0.02766649974962444,0.02752649263375549,0.019872611464968156,38.215114,95.292046,0.8989157365987916,0.0,0.02411567766065019,54.6,66.8,42.3,3.98,0.1,77.4,89.0,65.8,4.02,0.0,32.7,43.0,22.3,1.9,4.4,34.8,46.7,22.8,1.85,3.6,30.0,40.9,19.1,1.21,5.5,78.6,89.5,67.8,4.3,0.0,73.4,84.0,62.8,5.88,0.0,44.6,57.1,32.0,2.67,1.6,64.5,75.5,53.5,5.03,0.0,44.6,56.1,33.2,2.5,0.4,57.3,69.5,45.0,3.61,0.2,68.8,81.0,56.5,3.92,0.0,32.5,76.46666666666667,55.10833333333333,MIDWEST,Kansas,8102,0.015181436682300669,0.9595161688471984,0.004937052579609973,0.004443347321648976,0.19982720315971364,0.2464823500370279,White,Chanute Martin Johnson Airport,62.96803735654257
843,890,5,"Atchison County, Kansas",20,725,6033,10150,15431,2970,43581.0,21677,417.0,88100.0,20,5,3946,10150,2590,4892,2017,0.07002410249904857,0.1924697038429136,0.4819704433497537,0.19871921182266009,0.9002770083102493,0.0,0.9118457300275482,0.0,0.9506849315068492,0.0,0.9198895027624309,0.0,0.9273743016759776,0.0,897.0,0.02227605766958166,0.029416945569843225,0.03181468096451212,0.02686922847780757,0.02947683109118087,39.532544,95.31339799999999,0.922014294856611,0.0,0.02797074875458509,53.8,64.4,43.1,3.39,0.2,76.2,86.0,66.4,3.91,0.0,30.0,38.1,21.8,1.42,4.8,32.0,41.4,22.5,1.11,5.1,27.4,36.0,18.8,0.94,4.7,78.1,87.1,69.1,4.68,0.0,73.2,82.4,64.1,5.11,0.0,42.7,53.3,32.0,2.09,2.1,64.3,73.6,54.9,5.28,0.0,42.5,51.5,33.4,1.86,0.7,56.0,66.1,46.0,3.03,0.2,67.7,78.0,57.4,3.9,0.0,29.8,75.83333333333333,53.65833333333333,MIDWEST,Kansas,16924,0.022630583786338927,0.8952966201843536,0.04987000709052234,0.004136138028834791,0.15303710706688725,0.2331600094540298,White,Rosecrans Memorial Airport,43.665650549571396
