	COUNTY	NAME	ST	B00001_001E	B01001_001E	B00002_001E	B08201_001E	state	county
2419	117	Stanley County, South Dakota	46	356	2962	158	1268	46	117
2420	119	Sully County, South Dakota	46	420	1469	212	622	46	119
2421	121	Todd County, South Dakota	46	1562	9942	547	2737	46	121
2422	123	Tripp County, South Dakota	46	829	5504	409	2579	46	123
2423	125	Turner County, South Dakota	46	2466	8302	1124	3520	46	125
2424	127	Union County, South Dakota	46	2156	14842	984	5939	46	127
2425	129	Walworth County, South Dakota	46	847	5495	474	2389	46	129
2426	135	Yankton County, South Dakota	46	2321	22636	934	8899	46	135
2427	137	Ziebach County, South Dakota	46	1032	2833	386	810	46	137
2428	001	Anderson County, Tennessee	47	5995	75430	2707	30612	47	001
2429	003	Bedford County, Tennessee	47	3214	45986	1302	16721	47	003
2430	005	Benton County, Tennessee	47	1723	16261	899	6786	47	005
2431	007	Bledsoe County, Tennessee	47	1380	13686	520	4534	47	007
2432	009	Blount County, Tennessee	47	9110	125188	4098	49033	47	009
2433	011	Bradley County, Tennessee	47	6492	102062	2622	38466	47	011
2434	013	Campbell County, Tennessee	47	3435	40176	1668	15995	47	013
2435	015	Cannon County, Tennessee	47	1424	13787	611	5388	47	015
2436	017	Carroll County, Tennessee	47	3244	28353	1489	11168	47	017
2437	019	Carter County, Tennessee	47	5345	56941	2466	23894	47	019
2438	021	Cheatham County, Tennessee	47	3226	39422	1322	14499	47	021
2439	023	Chester County, Tennessee	47	1302	17324	501	6074	47	023
2440	025	Claiborne County, Tennessee	47	2850	31748	1268	12705	47	025
2441	027	Clay County, Tennessee	47	733	7780	376	3242	47	027
2442	029	Cocke County, Tennessee	47	2432	35321	1179	14710	47	029
2443	031	Coffee County, Tennessee	47	3563	53448	1510	21170	47	031
2444	033	Crockett County, Tennessee	47	1998	14600	920	5453	47	033
2445	035	Cumberland County, Tennessee	47	4457	57455	2146	24177	47	035
2446	037	Davidson County, Tennessee	47	47460	658506	20707	264211	47	037
2447	039	Decatur County, Tennessee	47	1453	11686	751	4978	47	039
2448	041	DeKalb County, Tennessee	47	1808	19038	880	6920	47	041
2449	043	Dickson County, Tennessee	47	3926	50472	1623	18556	47	043
2450	045	Dyer County, Tennessee	47	2598	38054	1100	14931	47	045
2451	047	Fayette County, Tennessee	47	4109	38814	1785	14846	47	047
2452	049	Fentress County, Tennessee	47	1591	17931	785	7304	47	049
2453	051	Franklin County, Tennessee	47	3746	41138	1628	16302	47	051
2454	053	Gibson County, Tennessee	47	4371	49572	1912	19449	47	053
2455	055	Giles County, Tennessee	47	3094	28949	1360	11297	47	055
2456	057	Grainger County, Tennessee	47	2258	22736	1072	8952	47	057
2457	059	Greene County, Tennessee	47	5448	68576	2359	28061	47	059
2458	061	Grundy County, Tennessee	47	2000	13524	964	5221	47	061
2459	063	Hamblen County, Tennessee	47	3848	62999	1622	24470	47	063
2460	065	Hamilton County, Tennessee	47	25527	348121	11032	136319	47	065
2461	067	Hancock County, Tennessee	47	797	6642	420	2754	47	067
2462	069	Hardeman County, Tennessee	47	2948	26253	1189	8737	47	069
2463	071	Hardin County, Tennessee	47	2228	25900	1165	9871	47	071
2464	073	Hawkins County, Tennessee	47	4440	56595	2044	23167	47	073
2465	075	Haywood County, Tennessee	47	1505	18248	742	7008	47	075
2466	077	Henderson County, Tennessee	47	2251	28013	1021	10809	47	077
2467	079	Henry County, Tennessee	47	2994	32269	1423	13471	47	079
2468	081	Hickman County, Tennessee	47	1889	24283	748	8769	47	081
2469	083	Houston County, Tennessee	47	1223	8290	582	3247	47	083
2470	085	Humphreys County, Tennessee	47	1931	18240	914	7124	47	085
2471	087	Jackson County, Tennessee	47	1353	11496	687	4531	47	087
2472	089	Jefferson County, Tennessee	47	4237	52490	1860	19679	47	089
2473	091	Johnson County, Tennessee	47	1690	18017	711	7009	47	091
2474	093	Knox County, Tennessee	47	32932	444348	14380	180729	47	093
2475	095	Lake County, Tennessee	47	1322	7687	380	2092	47	095
2476	097	Lauderdale County, Tennessee	47	2980	27427	1142	9800	47	097
2477	099	Lawrence County, Tennessee	47	4537	42226	1918	16104	47	099
2478	101	Lewis County, Tennessee	47	718	11944	326	4712	47	101
2479	103	Lincoln County, Tennessee	47	2931	33550	1301	13644	47	103
2480	105	Loudon County, Tennessee	47	3674	50229	1578	20009	47	105
2481	107	McMinn County, Tennessee	47	3760	52506	1679	19978	47	107
2482	109	McNairy County, Tennessee	47	3354	26103	1594	9872	47	109
2483	111	Macon County, Tennessee	47	1624	22761	697	8856	47	111
2484	113	Madison County, Tennessee	47	8352	98184	3549	36766	47	113
2485	115	Marion County, Tennessee	47	2881	28306	1296	11525	47	115
2486	117	Marshall County, Tennessee	47	2668	31159	1096	11968	47	117
2487	119	Maury County, Tennessee	47	5543	84089	2261	32465	47	119
2488	121	Meigs County, Tennessee	47	1241	11716	564	4620	47	121
2489	123	Monroe County, Tennessee	47	2968	45293	1372	17193	47	123
2490	125	Montgomery County, Tennessee	47	12180	185980	4816	66234	47	125
2491	127	Moore County, Tennessee	47	597	6351	258	2454	47	127
2492	129	Morgan County, Tennessee	47	2689	21794	921	7370	47	129
2493	131	Obion County, Tennessee	47	4055	31129	1824	12665	47	131
2494	133	Overton County, Tennessee	47	2074	22100	925	8893	47	133
2495	135	Perry County, Tennessee	47	1052	7864	551	3226	47	135
2496	137	Pickett County, Tennessee	47	578	5097	288	2223	47	137
2497	139	Polk County, Tennessee	47	1870	16687	913	6745	47	139
2498	141	Putnam County, Tennessee	47	5899	73810	2383	29721	47	141
2499	143	Rhea County, Tennessee	47	2267	32394	943	12545	47	143
2500	145	Roane County, Tennessee	47	3394	53162	1547	21887	47	145
2501	147	Robertson County, Tennessee	47	5701	67426	2232	24641	47	147
2502	149	Rutherford County, Tennessee	47	16886	282558	6394	100661	47	149
2503	151	Scott County, Tennessee	47	1856	22043	835	8309	47	151
2504	153	Sequatchie County, Tennessee	47	1061	14592	478	5615	47	153
2505	155	Sevier County, Tennessee	47	5362	93617	3027	36717	47	155
2506	157	Shelby County, Tennessee	47	60781	937750	27311	347224	47	157
2507	159	Smith County, Tennessee	47	2285	19136	983	7478	47	159
2508	161	Stewart County, Tennessee	47	1308	13286	647	5131	47	161
2509	163	Sullivan County, Tennessee	47	12753	156752	5761	66421	47	163
2510	165	Sumner County, Tennessee	47	12670	169623	5163	62425	47	165
2511	167	Tipton County, Tennessee	47	4992	61674	1961	21575	47	167
2512	169	Trousdale County, Tennessee	47	601	7884	262	2926	47	169
2513	171	Unicoi County, Tennessee	47	1299	18069	612	7428	47	171
2514	173	Union County, Tennessee	47	1888	19096	824	7302	47	173
2515	175	Van Buren County, Tennessee	47	834	5596	404	2106	47	175
2516	177	Warren County, Tennessee	47	3358	40015	1469	15661	47	177
2517	179	Washington County, Tennessee	47	7659	125317	3253	52638	47	179
2518	181	Wayne County, Tennessee	47	2027	16897	785	5967	47	181
2519	183	Weakley County, Tennessee	47	3711	34415	1577	13678	47	183
2520	185	White County, Tennessee	47	2154	26252	959	9731	47	185
2521	187	Williamson County, Tennessee	47	14072	199456	5137	69478	47	187
2522	189	Wilson County, Tennessee	47	7964	122445	3192	44528	47	189
2523	001	Anderson County, Texas	48	5424	57915	1751	16737	48	001
2524	003	Andrews County, Texas	48	1149	16775	449	5476	48	003
2525	005	Angelina County, Texas	48	5860	87748	2417	30583	48	005
2526	007	Aransas County, Texas	48	1445	24292	877	9682	48	007
2527	009	Archer County, Texas	48	1638	8779	732	3350	48	009
2528	011	Armstrong County, Texas	48	382	1943	186	714	48	011
2529	013	Atascosa County, Texas	48	2728	47050	1074	15363	48	013
2530	015	Austin County, Texas	48	2306	28886	1004	11038	48	015
2531	017	Bailey County, Texas	48	358	7126	146	2392	48	017
2532	019	Bandera County, Texas	48	1418	20796	850	8292	48	019
2533	021	Bastrop County, Texas	48	3732	76948	1468	25454	48	021
2534	023	Baylor County, Texas	48	307	3628	202	1723	48	023
2535	025	Bee County, Texas	48	3087	32659	844	8762	48	025
2536	027	Bell County, Texas	48	19995	326041	8419	109844	48	027
2537	029	Bexar County, Texas	48	115784	1825502	44535	618831	48	029
